species,longitude,latitude
Humpback Whale,-17.603702,66.070843
Humpback Whale,-17.643092,66.043086
Humpback Whale,-17.60395,66.042206
Humpback Whale,-17.602834,66.05162
Humpback Whale,-17.616488,66.094421
Humpback Whale,-17.584324,66.007808
Humpback Whale,-17.589047,65.997313
Humpback Whale,-17.557476,66.125395
Humpback Whale,-17.58197,66.126259
Humpback Whale,-17.597616,66.121652
Humpback Whale,-17.58424,66.124097
Humpback Whale,-17.589145,66.126077
Humpback Whale,-17.584739,66.12978
Humpback Whale,-17.567737,66.132238
Humpback Whale,-17.550708,66.140026
Humpback Whale,-17.548826,66.139812
Humpback Whale,-17.537488,66.134118
Humpback Whale,-17.671682,66.109308
Humpback Whale,-17.660125,66.099808
Humpback Whale,-17.559091,66.09382
Humpback Whale,-17.599216,66.100532
Humpback Whale,-17.612775,66.107969
Humpback Whale,-17.61676,66.10235
Humpback Whale,-17.592848,66.087966
Humpback Whale,-17.587139,66.087343
Humpback Whale,-17.635084,66.107162
Humpback Whale,-17.591389,66.045992
Humpback Whale,-17.595737,66.046038
Humpback Whale,-17.616349,66.054578
Humpback Whale,-17.617767,66.054754
Humpback Whale,-17.629852,66.055459
Humpback Whale,-17.633662,66.057612
Humpback Whale,-17.640758,66.05535
Humpback Whale,-17.654921,66.059631
Humpback Whale,-17.661536,66.062687
Humpback Whale,-17.669526,66.068172
Humpback Whale,-17.558739,66.057529
Humpback Whale,-17.605919,66.061576
Humpback Whale,-17.557712,66.029487
Humpback Whale,-17.571543,66.046799
Humpback Whale,-17.560028,66.057678
Humpback Whale,-17.502923,66.056744
Humpback Whale,-17.540137,66.063499
Humpback Whale,-17.593133,66.058229
Humpback Whale,-17.597081,66.061799
Humpback Whale,-17.614981,66.052142
Humpback Whale,-17.375315,66.10286
Humpback Whale,-17.55044,66.070439
Humpback Whale,-17.577403,66.059982
Humpback Whale,-17.514347,66.053207
Humpback Whale,-17.523205,66.05476
Humpback Whale,-17.576695,66.092764
Humpback Whale,-17.586979,66.09911
Humpback Whale,-17.624975,66.080724
Humpback Whale,-17.494733,66.072379
Humpback Whale,-17.51731,66.081546
Humpback Whale,-17.520123,66.085739
Humpback Whale,-17.587204,66.080458
Humpback Whale,-17.632562,66.055349
Humpback Whale,-17.631464,66.066423
